Title,Price,Image,Description
Mi XXQ01HM  Runtime: 90 min Trimmer for Men  (Black),"₹1,399",https://rukminim1.flixcart.com/image/352/352/k12go7k0/trimmer/e/z/r/xxq01hm-mi-original-imafknhtkmezde6p.jpeg?q=70,Blade Material: Stainless SteelTrimming Range: 0.5 - 20 mm90 min battery run time40 length settingsGender: MenFor Beard & Moustache
